data_new1,data_new2,data_new3,data_new4,data_new5,data_new6
1,224.454546,112.636364,495.454546,16.659447,1
1,269.233333,144,428.5,26.53595,1
1,198.882353,85.882353,509.588235,17.797982,1
1,219.181818,97.090909,594.818182,9.412494,1
1,232.448718,112.410256,496.730769,19.690188,1
1,209.1,94.5,562.666667,25.522191,1
1,242.575758,111.939394,826.272727,12.21464,1
1,196,84,385,32.678569,1
1,209.846154,90.980769,564.538462,38.249043,1
1,223.636364,98.909091,556.454546,23.853548,1
1,334.615385,222.230769,357.076923,26.360271,1
1,216.810811,99.540541,692.432432,27.661842,1
1,117.210526,50.578947,309.877193,22.617866,1
1,201.920792,87.326733,183.004951,8.40271,1
1,208.288462,92.903846,476.519231,21.435537,1
1,195.1,88.366667,461.4,24.221868,1
1,195.403509,84.754386,337.192983,19.561632,1
1,205.272727,93.818182,716.181818,23.71169,1
1,310.526316,174.526316,551.210526,14.642556,1
1,372.416667,264.75,397.083333,18.562769,1
1,210.05,90.3,419.7,31.75988,1
1,253.944444,119.333333,807.5,23.23365,1
1,205.037736,90.377358,359.95283,22.807671,1
1,222.02381,101.154762,621.809524,37.391316,1
1,233.1,105.575,729.775,23.673812,1
1,206.5,94.4375,456.875,23.224427,1
1,254.397541,118.385246,718.086066,7.973375,1
2,201.4,111.4,444.6,16.553622,2
1,321.4375,232.90625,449.8125,10.574097,1
1,275.8,146.855556,645.788889,33.406041,1
1,209.24,91.24,486.48,25.28791,1
1,195.4,85.8,489,15.551206,1
1,209.6875,89.5625,541.8125,32.568917,1
1,364.983051,271.915254,429.745763,18.591683,1
1,204.714286,95.161905,495.971429,26.334255,1
1,205.307692,95.692308,550.076923,22.102772,1
1,199.8125,90.875,520.5625,29.570295,1
1,314.473684,253.789474,737.894737,30.336433,1
1,201.111111,82.111111,384.111111,8.178563,1
1,250.969697,150.257576,466.227273,30.577127,1
1,197.188976,89.362205,201.582677,16.73446,1
1,211.166667,96,515.75,35.27383,1
1,212.5,97.888889,405.388889,17.464691,1
1,219.113208,101.075472,507.320755,53.190503,1
2,207.762887,116.742268,496.463918,20.834289,2
1,237.816092,114.172414,682.862069,33.358278,1
1,213.636364,90,618,27.021877,1
1,258.814815,138.185185,485.851852,21.874376,1
2,218.26,129.68,600.22,29.894943,2
1,238.502591,130.373057,391.637306,40.861985,1
1,177.508772,77.052632,393.684211,17.982567,1
1,241.5,109,557.75,42.290661,1
1,159.2,70.88,224.44,16.699701,1
1,201.875,90.825,385.175,23.071573,1
1,192.75,85.464286,426.214286,15.259783,1
1,229.763889,109.194444,603.069444,39.392021,1
2,178.627907,88.906977,294.790698,12.327336,2
1,194.125,80.25,343.625,17.99034,1
1,240.25,121,606.25,18.64638,1
1,240.086957,110.695652,648.26087,22.088069,1
1,262.826087,159.217391,415.434783,18.423294,1
1,193,83,376.5,20.481699,1
1,221.083333,106.541667,507,13.889194,1
1,200,93.52381,488.619048,29.794534,1
1,246.214286,115.264286,830.471429,26.356677,1
1,210.787611,94.690265,390.929204,30.81177,1
1,203.890411,84.835616,391.424658,29.376865,1
1,226.842105,111.473684,514.421053,28.136982,1
1,256.769231,115.230769,708.969231,22.785981,1
1,209.297872,93.382979,580.531915,28.835965,1
1,217.954546,97.022727,649.363636,29.217436,1
1,268.363636,161.090909,455,27.885539,1
1,185.907407,83.296296,382.166667,16.939708,1
1,218.478261,97.173913,666.26087,27.873669,1
1,214.529412,94.235294,677.696078,24.190628,1
2,178.777778,85.111111,359.777778,11.080513,2
1,234.357143,103.585714,723.457143,30.281364,1
1,234.31579,97.736842,569.842105,31.866585,1
1,238,108.391304,680.695652,29.440787,1
2,193.287671,112.328767,339.821918,15.305582,2
1,208.511628,99.302326,497.488372,37.147318,1
1,346,217,376,31.5,1
1,372.126667,244,292.673333,31.274115,1
1,245.428571,114.746032,786.936508,19.686789,1
1,190.75,79.25,276.5,21.952274,1
1,203.34375,90.984375,419.28125,20.884728,1
1,187.294118,81.352941,547.411765,14.989962,1
1,230.724138,104.465517,720.086207,18.333165,1
1,168,75.75,282.75,8.75714,1
1,208.7,92.6,557.45,26.023067,1
1,239.9,121.9,610.333333,25.955148,1
1,195.3125,85.1875,415.84375,31.518208,1
1,279,169.5,392,8.634958,1
1,202.311111,88.955556,468.4,21.846761,1
1,228.375,105.625,661.5,31.87451,1
1,251.454546,119.109091,663.672727,23.471602,1
1,224.083333,100.916667,650.375,20.136987,1
1,229.666667,102.4,593.4,29.677077,1
1,275.178571,163.628571,462.05,14.979578,1
1,215.212121,95.606061,497.878788,35.856694,1
1,208.594595,96.513514,715.324324,18.387398,1
1,205.533333,92.2,426.6,24.551443,1
1,212.595745,94.212766,549.212766,41.764521,1
1,223.833333,104,760.083333,33.497098,1
1,238.016393,143.180328,247.704918,15.662611,1
1,198.780488,91.658537,352.02439,20.943452,1
1,212.589744,94.384615,595.282051,24.610283,1
1,235.578947,112.789474,553.210526,25.775842,1
1,216.966667,93.933333,519.166667,29.321304,1
1,195.5,88.083333,223.416667,18.996162,1
1,187.383178,80.738318,220.308411,13.679038,1
1,217,100.4,635,21.331667,1
1,185.766234,78.558442,349.402597,25.591139,1
1,208.878261,92.66087,526.93913,35.355239,1
1,250.12,118.92,943.76,22.288078,1
1,231.265306,111.489796,592.55102,29.565731,1
1,234.947368,108.526316,570.684211,19.241719,1
1,225.961539,107.057692,476.980769,49.995869,1
1,180.083333,82.645833,327.666667,13.929822,1
1,330.888889,215.916667,472.305556,25.851472,1
1,246.470588,122.976471,573.458824,20.077759,1
1,278.234043,134.021277,736.446809,20.666881,1
1,220.166667,105.5,671.666667,18.268235,1
1,260.142857,151.571429,486.571429,19.028577,1
1,207.625,91.541667,510.833333,17.502331,1
1,244.111111,118.333333,882.333333,14.309627,1
1,253.198718,139.923077,454.98718,14.901864,1
1,211.473684,92.578947,560.31579,29.207539,1
1,206,85.982143,373.821429,17.99106,1
2,209.677419,110.096774,482.451613,25.127728,2
1,219.428571,100.571429,588.857143,17.274495,1
1,199.684211,90.315789,479.684211,25.138508,1
1,226.459916,109.620253,599.021097,26.063376,1
1,217.679245,99.339623,439.301887,24.283583,1
1,241.749319,113.544959,749.490463,22.244094,1
1,219,101.75,522.25,14.670868,1
1,296.97114,215.578644,304.529582,8.742673,1
1,278.4375,154,513.25,34.702699,1
1,254.636364,126.090909,622.636364,23.752512,1
1,267.133333,163.8,466.2,17.06522,1
1,211.4,91.8,621.4,30.013775,1
1,216.586567,101.164179,583.777612,36.541547,1
1,228.073333,112.966667,425.22,15.208062,1
1,227.974684,112.898734,476.734177,19.625406,1
1,214.735294,95.955882,494.794118,33.338865,1
1,201.27907,89.813953,374.046512,26.167844,1
1,219.5,98.894737,741.631579,24.314209,1
1,219.159091,98.25,638.068182,22.000223,1
1,191.083333,81.916667,368.25,20.506732,1
1,248.181818,125.545455,708.545455,16.789903,1
1,178.606557,75.42623,262.344262,16.20684,1
1,347.894737,288.973684,578.868421,38.980685,1
1,219,99.111111,653.777778,21.110526,1
1,247.02521,132.747899,450.747899,22.827718,1
2,207.612903,127,495.935484,13.002121,2
1,381.05,318.35,680.425,43.578779,1
1,186.25,84,360,14.840822,1
1,245.272189,118.713018,642.218935,35.453746,1
2,202.711957,120.722826,415.804348,27.258971,2
1,207.333333,87.666667,647,11.081767,1
1,250.365385,115.75,912.807692,23.205882,1
1,186.564516,79.709677,299.951613,22.054681,1
1,284.5,156.777778,505.777778,16.44604,1
1,199,104,252,18.258149,1
1,243,129,577,18.542835,1
1,249.157895,111.263158,763.842105,20.509305,1
1,205.857143,91.857143,471.857143,15.526585,1
1,564.666667,566.757576,790.969697,56.380643,1
1,325.122449,204.806122,334.357143,16.216238,1
1,216.354839,99.096774,614.032258,23.611581,1
1,217.96,100.2,617.28,19.179739,1
1,226.745283,101.132076,748.09434,34.480362,1
1,225.75,107.25,638.25,62.70454,1
1,210.531915,93.978723,422.595745,26.347282,1
1,204.352941,91.882353,544.764706,24.36743,1
2,190.314961,110.102362,383.393701,19.666454,2
1,204.687898,93.273885,567.382166,27.608503,1
1,289.043478,169.594203,491.42029,16.239672,1
1,238.391304,119.445652,446.554348,14.426333,1
1,217.173913,96.804348,667.043478,21.320014,1
1,206.893855,103.167598,295.100559,27.733278,1
1,199.68,90.08,346.491429,27.633039,1
1,223.375,99.75,707.125,8.569568,1
1,232.083333,106.166667,782.958333,30.467167,1
1,214.676471,97.352941,536.931373,30.139042,1
1,216.24,95.12,531.24,30.959742,1
1,235.5,125.35,259.9,12.228962,1
1,220.6,99.8,663.2,18.11077,1
1,268,178.333333,367.916667,17.114606,1
1,212.466667,92.4,633.266667,30.301742,1
2,211.777778,115.555556,499.592593,28.377139,2
1,227.4,99,670,19.1,1
1,222.857143,100,637,32.559522,1
1,200.034483,89.931034,508.810345,24.660145,1
1,207.2,90.366667,560.066667,34.249428,1
1,212.178082,98.808219,603.424658,25.349474,1
1,233.445055,103.186813,706.351648,11.739602,1
1,207.258065,95.290323,520.193548,14.384999,1
1,191.419355,84.935484,315.16129,21.504204,1
1,187.846154,80.346154,415.461539,17.514871,1
1,203.818182,95.454545,385.909091,17.690638,1
2,211,110.815534,616.980583,22.958753,2
1,199.111111,88.444444,483.222222,37.046517,1
1,199.652174,85,545.26087,47.957842,1
2,232.973684,129,558.763158,18.249369,2
1,230.75,115.875,517.375,25.143261,1
1,203.917647,88.682353,531.447059,31.058053,1
1,204,96,583,21.859431,1
1,499.31579,351.368421,574.368421,42.308654,1
1,209.26087,93.06689,646.324415,29.785728,1
1,242,104,675,45.5,1
1,218.150943,97.981132,586.169811,31.81319,1
1,269.223529,168.494118,573.176471,47.758959,1
1,249,116.185185,672.962963,25.477228,1
1,244.369863,113.910959,708.130137,17.282091,1
1,241.2,104,752.5,29.227555,1
1,209.557143,96.742857,425.885714,27.757702,1
1,222.364146,100.467787,653.120448,26.957586,1
1,214.757377,99.295082,530.688525,43.088548,1
1,247.850575,123.011494,601.022989,11.630355,1
1,240.6875,117.875,561.8125,20.719009,1
1,214.736842,93.578947,573.342105,31.348866,1
1,211.31579,94.973684,499.184211,20.601364,1
1,202,86.545455,447,27.215888,1
1,356.5,231.5,359,26.129485,1
1,298.875,191.65,756.225,32.785048,1
1,227.181818,133.949495,246.626263,14.945495,1
1,230,108,555,9.027735,1
1,226.844444,116.472222,432.166667,34.913708,1
1,254.645161,150.193548,437.258065,17.01869,1
2,218.267717,136.586614,498.633858,26.649676,2
1,226.25,94.75,611.25,28.902584,1
2,189.518519,94.518519,453.592593,22.636024,2
1,196.415094,88.207547,334.169811,17.054558,1
1,267.262295,126.081967,905.606557,16.580555,1
1,231.156863,105.823529,780.784314,27.496055,1
1,218.142857,98.928571,672.357143,27.827915,1
1,234.368421,109.526316,743.157895,29.153774,1
1,216.55,98.8,522.3,22.032703,1
1,185.595238,78.857143,299.071429,13.861663,1
1,234.412844,118.366973,477.266055,38.078021,1
1,225.612245,108.326531,657.938776,24.816377,1
1,256.058824,119.705882,781,33.274365,1
1,250.048,120.416,645.6,22.862446,1
2,236.4,127.52,673,29.057626,2
1,226.75,105.625,636.625,31.358811,1
1,244.555556,126.555556,437,18.885294,1
1,212.885058,93.390805,623.367816,20.164392,1
1,221.775253,101.909091,621.936869,32.62054,1
1,219.444444,99.333333,440.666667,53.195191,1
1,238.805556,118.138889,527.555556,26.474423,1
1,223.131148,98.114754,584.95082,33.939455,1
1,263,152,426,12.671227,1
1,252.347826,114.226087,780.217391,23.885812,1
1,204.444444,89.407407,509.740741,17.185824,1
1,201.157895,88.315789,639.052632,13.9051,1
1,196.285714,83.071429,385,25.26674,1
1,174.987952,75.26506,312.73494,12.141781,1
1,214.090909,93.181818,666.454546,28.689849,1
1,221,96,689.5,25.058681,1
1,281.485714,170.657143,369.542857,19.75036,1
1,534.809524,398.428571,605.952381,27.311838,1
2,217.082353,124.635294,480.247059,22.016772,2
1,193.714286,59.142857,474.285714,31.282534,1
1,186.317073,85.95122,357.682927,10.836297,1
1,212.22449,102.469388,566.530612,22.858601,1
1,180.069111,76.99859,283.702398,20.257956,1
1,230.844828,108.37931,746.258621,25.67466,1
1,230.258065,116.741936,583.709677,20.156464,1
1,252.40625,115.8125,732.322917,12.1192,1
1,211.52381,91.761905,539.666667,31.218853,1
1,214.684211,90.684211,476,20.111049,1
1,203.076923,90.461538,431.307692,20.165293,1
1,223.653846,97.115385,623.5,27.037012,1
1,251.888889,129.944444,691.555556,25.3446,1
1,214.411765,128.647059,261.352941,16.673124,1
1,208.5,94.5,474.388889,23.127398,1
1,238.756757,118.432432,584.45946,20.177771,1
1,231.416107,111.751678,615.16443,31.45153,1
1,209.25,89.5,308,14.110612,1
1,190.972973,82.528958,440.660232,37.656074,1
1,215.5,87.428571,590.928571,23.116828,1
1,396.666667,234.833333,518.666667,76.963195,1
1,240.464286,135.071429,381.821429,18.584439,1
1,249.333333,132.111111,575.611111,16.524299,1
1,227.530612,101.510204,674.510204,24.577293,1
1,269.666667,158,348.633333,15.407213,1
2,210.909091,114.363636,637.545455,24.684329,2
1,205.586207,91.310345,395.275862,14.183778,1
1,208.5,96.75,499.25,19.868316,1
1,254.331551,131.385027,587.31016,19.081946,1
1,193.047619,91.333333,459,17.743192,1
1,220.304348,97.538462,564.635452,38.78285,1
1,205.823529,88.235294,478.823529,23.938936,1
1,274.891089,157.376238,516.950495,23.109848,1
1,262.818182,147.636364,722.727273,23.847527,1
1,198.416667,84.416667,391.5,18.227726,1
1,195.5,91,442,26.295199,1
1,187.561644,84.739726,313.493151,25.689231,1
1,239.617647,112.088235,818.058824,14.199152,1
1,211.457143,96.028571,491.842857,28.392238,1
1,200,95.5,518,22,1
1,218.6,103.4,617.1,14.754321,1
1,211.290323,98.645161,453.403226,13.298981,1
1,223.75,104.75,595.25,18.81987,1
1,225.470588,100.294118,654.470588,29.77216,1
1,262.697674,143.813954,500.697674,21.936508,1
1,286.416667,163.833333,430.666667,25.084718,1
1,193.923913,88.820652,373.065217,24.262271,1
2,221.75,140,381.166667,18.903263,2
1,202.461539,91.307692,541.461539,36.901697,1
1,213.631579,104.578947,604.631579,16.654049,1
1,202.833333,84.854167,490.125,28.711901,1
1,178.175573,76.137405,262.580153,16.406692,1
1,202.446154,88.769231,477.246154,24.626747,1
1,248.066667,112.466667,850.266667,15.9811,1
2,221.378788,136.712121,456.439394,17.558357,2
1,229.490196,101.411765,761.843137,16.92819,1
1,253.75,123.375,817.875,16.530275,1
1,204.5,91.75,596.75,31.168895,1
1,173.823529,76,208.117647,9.541024,1
1,189.257143,80.457143,289.057143,51.729706,1
1,189.25,76.166667,230.111111,10.958254,1
1,196.736264,85.32967,531.659341,21.992138,1
1,198.691358,92.037037,244.617284,20.49991,1
1,201.826087,88.73913,481.391304,17.157119,1
1,290.583333,157.666667,517.75,22.528647,1
1,234.222222,111.222222,554,21.919043,1
1,240.820513,119.384615,688.666667,11.313592,1
1,208.057143,103.685714,328.685714,14.940043,1
1,190.482759,81.767241,345.689655,22.146045,1
1,193.35,85.45,416.05,31.572575,1
1,219.615385,100.692308,411.076923,12.646304,1
1,212.696552,99.503448,507.862069,26.124702,1
1,201.3,88.8,492,15.665567,1
1,235.5,101.333333,774.333333,16.697472,1
1,245.833333,125.888889,565.888889,14.900364,1
1,214.325714,100.057143,595.542857,32.930003,1
1,213.575,93.425,475.525,34.007903,1
1,233.765517,106.634483,662.262069,41.041614,1
2,205.557252,116.992366,380.045802,16.243826,2
1,240.235294,118.970588,705.191177,26.933212,1
1,195.666667,91.333333,463,13.126521,1
1,204.9,91.625,385.825,30.435988,1
1,186.903226,79,300.580645,17.571676,1
1,212.361702,96.170213,615.638298,33.314407,1
1,222,105,709,35.296412,1
1,234.6,100.8,821.2,34.401163,1
1,236.5,106.5,741,29.037691,1
1,218,93.25,543.75,13.105342,1
1,219.962963,98.407407,634.555556,21.600246,1
2,189.95,102.7,328.6,27.351919,2
1,223.068966,100.206897,569.517241,25.071645,1
1,225.298246,104.473684,712.77193,27.251584,1
2,188.06579,94.236842,307.171053,15.859428,2
2,203.805556,114.638889,391.111111,12.834025,2
1,207.2,87.4,413.4,15.286923,1
1,199.176471,89.558824,350.411765,18.326905,1
1,213.25,95.161765,425.220588,26.972689,1
1,203.516854,88.955056,341.449438,17.43296,1
1,216.021739,93.26087,554.826087,33.903259,1
1,237.212121,129.818182,410.515152,21.631949,1
1,263.823529,135.941177,666.705882,22.873656,1
2,196.8,115.65,390.35,20.507255,2
1,412.083333,304.888889,420.527778,45.893765,1
1,266.217391,167.521739,505.913044,39.622367,1
1,215.625,99.125,464.625,24.020499,1
1,216.727273,100.727273,640.090909,26.690451,1
1,226.380165,103.479339,542.561984,18.134484,1
1,251.046512,120.906977,859.418605,22.896527,1
1,184.882353,83.294118,359.735294,47.138104,1
1,216.888889,98.666667,646.888889,27.857275,1
1,215,100.285714,676.428571,24.674204,1
1,224.540541,95.810811,604.027027,22.787454,1
1,206.368421,93.842105,555.684211,33.503049,1
1,260.444444,117.888889,887.222222,13.819828,1
1,221.5,95.8,608.9,29.31399,1
1,253.611111,117.611111,841.166667,14.872815,1
1,246.873418,115.202532,655.329114,35.326594,1
1,258.459459,157.351351,514.621622,26.770431,1
1,470.742424,447.916667,749.621212,31.119268,1
2,224.314815,144.074074,465.055556,21.072813,2
1,196.78125,87.4375,358.140625,30.602734,1
1,238.555556,109.111111,762.333333,45.291102,1
1,221.866667,103.6,624.088889,17.869845,1
1,236.73913,117.304348,706.173913,28.229347,1
1,236.342105,105.736842,663.828947,28.218783,1
1,195,85.25,86.5,7.327175,1
1,205.4,93.6,459.6,15.485334,1
1,241.859375,112.71875,752.75,29.109153,1
1,231.792683,111.121951,630.926829,25.204863,1
1,199.93617,85.723404,392.553192,22.591297,1
1,207.295455,97.568182,384.295455,16.74409,1
1,223.15,103.633333,601.816667,30.382245,1
1,199.346939,87.510204,517.489796,22.312498,1
1,178.52,78.96,209.48,8.504493,1
1,205.320755,91.056604,399.245283,17.433962,1
1,216.363636,92.909091,578.409091,28.288982,1
1,173.087719,72.157895,230.368421,10.499439,1
1,196.581818,87.863636,386.290909,33.060061,1
1,247.782609,129.869565,503.26087,25.529922,1
1,245.065217,115.086957,680.608696,16.496849,1
1,238.451613,106.806452,659.064516,19.524259,1
1,188.568493,89.315068,128.80137,10.084083,1
1,242.571429,123.857143,610.857143,28.308072,1
1,261.290323,161.645161,405.16129,12.148406,1
1,298.083333,167.75,370.083333,64.231785,1
1,212.777778,95.75,515.666667,19.157788,1
1,238,109,774,24.143092,1
1,210.254902,93.303922,439.705882,24.008875,1
1,247.262774,121.518248,485.992701,29.126936,1
1,217.533835,96.864662,572.56391,44.235937,1
1,197.1,87.7,565.1,18.055747,1
1,249.944444,123.777778,494,21.492821,1
1,211.5,94.416667,574.25,28.16568,1
1,190,82,149.25,9.164938,1
1,424.923077,330.923077,460.769231,34.414803,1
1,207.66,97.98,472.36,33.777294,1
1,232.636364,106.159091,809.772727,14.092577,1
1,232.9,99.5,671.2,30.450616,1
1,218.769231,96.846154,607.358974,24.214633,1
1,211.731343,96.626866,609.820896,23.817603,1
1,195.755102,87.979592,401.214286,21.702064,1
1,234.256757,114.72973,504.283784,44.557882,1
1,255.313954,122.383721,796.27907,19.314808,1
1,247.604651,127.674419,557.581395,16.903026,1
1,198.693182,86.147727,549.068182,29.508053,1
1,211.12,99.04,405.46,19.3089,1
1,284,176.076923,303.788462,24.543849,1
1,204.894737,93.105263,560.052632,16.603741,1
1,231.6,107.8,569.4,11.976644,1
1,224.52,99.16,637.64,31.313741,1
1,227.636364,112.272727,593.818182,38.309742,1
1,237.885965,112.640351,783.77193,23.406588,1
1,234.636364,119.272727,505.090909,13.376308,1
1,230.5,102,774.857143,17.648784,1
1,251.48718,136.205128,318.74359,39.777504,1
2,212.578947,127.947368,546.31579,18.981183,2
1,360.976,323.688,784.584,60.34081,1
1,195,81.8,356,10.906879,1
1,216.470588,100.941177,481.705882,30.783989,1
1,230.050848,107.033898,598.677966,14.805044,1
1,209.0625,92.75,594.25,31.926613,1
1,222.368421,95,629.842105,29.267323,1
1,219.166667,93.375,583.291667,20.157324,1
1,244.08,111.32,732.4,20.351865,1
1,291.976744,160.046512,462.790698,31.720385,1
1,217,94.75,636,22.554988,1
1,211.4,87.8,487.3,28.305653,1
1,201.621622,86.918919,575.783784,20.82211,1
2,224.241379,131.586207,592.241379,27.410822,2
1,243,111,408,18.535129,1
1,230.866667,104.266667,605.7,21.81969,1
1,238.445206,114.273973,762.452055,19.110528,1
1,225.473684,100.210526,726.842105,26.492407,1
1,266.25,122.166667,732.854167,14.129793,1
1,289.08,190.04,473.04,17.961915,1
1,262,118,793,32.499038,1
1,190.144231,89.788462,218.086539,22.002738,1
1,275.892857,161.178571,455.214286,15.353062,1
1,221.111111,97.555556,538.222222,31.248111,1
1,338.395833,228.020833,591.333333,47.87549,1
1,226,100,517,16.186414,1
1,240.526316,114.342105,617.157895,25.49814,1
1,222.35,102.8,621.75,41.419681,1
1,206.655172,102.172414,524.896552,23.638931,1
1,215.75,93,758.5,31.489085,1
1,175.9375,73.3125,285.375,15.6245,1
1,250,116,717,19.779338,1
1,226.714286,103.142857,674.5,26.877367,1
1,200.258065,88.693548,530.258065,19.281231,1
1,183.272727,78.772727,365.590909,15.501599,1
1,208.28125,108.25,269.90625,20.069581,1
2,200.235294,103.294118,431.411765,22.165312,2
1,388.638889,322.444444,623.763889,79.262612,1
1,195.24,84.56,458.96,15.460712,1
1,193.05,87.35,422.1,17.321302,1
1,202,91.142857,414.428571,5.890151,1
1,202.0625,88.6875,492.75,18.685619,1
1,216.56,98.98,306.18,22.946581,1
1,210,99,657,42.203791,1
1,278.72,141.866667,718.266667,24.15316,1
1,208.160551,92.541284,371.582569,31.429897,1
1,238.75,109.5,637.5,26.042033,1
1,229.090909,108.772727,564.863636,15.593294,1
1,206.619048,95.380952,650.666667,17.788376,1
1,210.2,95.4,512.2,26.452977,1
1,196.77193,88.070175,481.263158,21.051974,1
1,543,367,396,156.508431,1
1,187.223629,83.852321,271.818565,34.043546,1
1,225.230769,103.615385,668.961539,13.906333,1
1,213.37931,99.275862,641.724138,28.063161,1
1,252.8,115.8,801.4,14.548196,1
1,308.87931,197.189655,722.37931,50.264961,1
1,215.842105,97.947368,620.105263,20.96191,1
2,175.333333,83.402778,342.277778,21.171678,2
1,243.65,118.85,526.4,34.507789,1
1,200.974359,86.179487,369.461539,23.227288,1
1,287.448649,167.108108,169.124324,26.575952,1
1,254.166667,133.5,481,9.557937,1
1,240.479452,131.191781,463.178082,25.07606,1
1,216,98.5,691,23.321426,1
1,198.409091,89.545455,444,29.20818,1
1,198,81.428571,507.857143,15.041439,1
1,208.727273,93.886364,495.795455,40.323914,1
1,200.25,82.75,374.5,20.197463,1
1,247.657658,114.504505,702.855856,10.1613,1
1,268.194444,121.361111,886.203704,14.22168,1
1,280.259067,132.772021,826.093264,19.902625,1
1,193.609195,85.298851,396.678161,22.667897,1
1,249.853147,109.034965,895.377622,14.584556,1
1,325.666667,189.333333,362.333333,37.875894,1
1,215.222222,96.222222,552.277778,25.292853,1
1,394.538462,231.153846,389,19.234769,1
1,258.472222,129.611111,650.694444,36.718122,1
1,289.125,165.083333,428.166667,15.362235,1
1,211.453846,94.4,433.384615,25.827278,1
1,222,106,559.0625,47.075073,1
2,232.333333,149.6,530.633333,22.20533,2
1,228.666667,114.333333,344.333333,39.92493,1
1,211.363636,92.272727,369.545455,17.726573,1
1,221,100,601,19.815819,1
1,212.793103,95.793103,332,18.490807,1
1,239.240741,116.37037,441.537037,25.26456,1
1,226.181818,101.909091,599,25.90925,1
2,219.423077,122.423077,536,30.714471,2
1,212.266667,96,683.333333,17.184489,1
1,241.090909,112.136364,857.863636,11.777991,1
1,724.666667,544.226667,590.426667,43.195568,1
1,251.578947,126.157895,726.157895,28.094912,1
1,227.545455,101.818182,525.727273,17.31669,1
1,250.4,112.9,689.5,20.512435,1
1,215.5,96.055556,567.611111,30.307936,1
1,209.349206,91.571429,568.984127,31.433581,1
1,225.466667,102,725.2,15.78804,1
1,224.858824,107.882353,761.635294,20.457927,1
1,229.666667,112,729.476191,29.931062,1
1,227,106.071429,593.857143,72.676141,1
1,218.035088,101.467836,540.081871,34.351455,1
1,270.479592,125.938776,744.326531,13.662835,1
1,222,90,509,31.610916,1
1,279.070175,189.166667,334.254386,8.140318,1
1,251.954546,118.840909,801.681818,32.625821,1
1,295.052632,173.556391,281.481203,19.025754,1
1,223.9,102.55,691,34.485178,1
1,227.970588,102.794118,763,27.450506,1
1,178.857143,81.142857,425,10.251929,1
2,203.413793,116.965517,339.103448,24.23591,2
1,268.623188,127.565217,855.536232,22.499257,1
1,209.736842,96.315789,583.105263,10.199669,1
1,237.555556,113.203704,705.777778,28.128648,1
1,237.037037,106.296296,527.222222,13.666315,1
1,207.164835,89.835165,560.054945,28.757383,1
1,179.063492,77.52381,336.222222,16.296494,1
1,205.884615,89.576923,397.5,22.938334,1
2,229.916667,153.277778,525.861111,27.463893,2
1,160.010753,68.026882,174.102151,8.570951,1
1,208.857143,92.9,444.528571,23.168509,1
1,237.6,115.533333,528.6,36.229761,1
1,202.216868,90.783133,442.698795,31.430897,1
1,222.909091,95.363636,660.2,29.480651,1
1,222.551724,100.855172,577.827586,26.096091,1
1,237.733333,110.733333,611.1,26.847636,1
1,230.705882,105.352941,736,26.37811,1
1,220,103,622,25.357137,1
1,190,92.75,309.75,13.604773,1
1,185.162791,81.813953,373.790698,19.536434,1
1,236.375,111.25,735.5625,24.145069,1
1,202.125,84.09375,384.71875,26.02656,1
1,274,156.5,385.5,31.579265,1
1,240.116883,116.038961,554.402597,19.652213,1
1,241.222222,116.777778,644.222222,34.628184,1
1,221,98.142857,663.285714,30.347646,1
1,203.717391,91.782609,676.076087,27.936449,1
1,216.520202,99.338384,561.015152,31.950665,1
1,246.827586,131.896552,479.689655,13.0186,1
1,256.195652,117.108696,901.195652,22.053767,1
1,196.580645,83.548387,444.419355,17.285026,1
1,213.272727,100.568182,645.272727,34.318355,1
1,200.846154,91.384615,357.423077,19.258903,1
1,241.285714,113.047619,744.833333,24.785886,1
1,204.222222,82.666667,449.444444,29.347009,1
1,447.326829,370.004878,550.590244,49.09102,1
1,291.809524,178.142857,374.476191,17.247038,1
1,209.428571,92.357143,590.142857,16.179636,1
1,234.608696,112.304348,315.347826,43.03812,1
1,241.62963,115.444444,829.481482,14.834894,1
1,182.842105,85.473684,350.157895,20.452499,1
1,225.530612,108.204082,641.102041,26.190425,1
1,197.65,82.925,308.025,18.612832,1
1,208.923077,94.076923,432.384615,25.457471,1
1,195.966887,84.735099,330.082782,20.08743,1
1,449,418.769231,741.615385,45.801605,1
1,268.680412,130.28866,738.762887,14.333753,1
1,208.083333,95.777778,425.527778,42.710915,1
1,203.588235,93.264706,403.735294,26.512777,1
1,217.834711,97.570248,580.512397,33.732814,1
1,199.5,91.34375,427.15625,17.853571,1
1,208.292683,93.829268,503.365854,23.39847,1
1,236.6875,106.5,754.75,34.56493,1
1,215.892857,93.464286,645.678571,31.59679,1
1,189.611111,81.425926,318.981482,18.324315,1
1,211.5,107.75,444.25,29.912111,1
1,230.833333,117.583333,475.083333,38.96651,1
1,332.444444,221,374,44.981478,1
1,227.734694,104.979592,440.816327,18.263014,1
1,559.048,365.968,439.272,15.392322,1
1,237.304965,123.028369,485.567376,33.552444,1
1,240.203125,116.84375,602.171875,26.74036,1
1,228.769231,98.153846,686.153846,22.65747,1
1,213.333333,97.619048,563.761905,15.45383,1
1,251.944516,116.593548,706.050323,8.78124,1
1,223.74,101.5,617.16,33.030071,1
1,365.608696,268.086957,448.021739,16.949567,1
1,221.75,101.25,591.083333,12.266712,1
2,213.508772,126.210526,503.631579,26.666932,2
